Date,Year,Month,Unit,Production,Animal,Commercial or Federally Inspected,Type of Meat
2021-03-01,2021,3,Million Pounds,4.9,Others,Commercial,Red Meat
2021-02-01,2021,2,Million Pounds,4.7,Others,Commercial,Red Meat
2021-01-01,2021,1,Million Pounds,4.6,Others,Commercial,Red Meat
2020-12-01,2020,12,Million Pounds,5.6,Others,Commercial,Red Meat
2020-11-01,2020,11,Million Pounds,4.9,Others,Commercial,Red Meat
2020-10-01,2020,10,Million Pounds,5.3,Others,Commercial,Red Meat
2020-09-01,2020,9,Million Pounds,4.9,Others,Commercial,Red Meat
2020-08-01,2020,8,Million Pounds,5.0,Others,Commercial,Red Meat
2020-07-01,2020,7,Million Pounds,5.8,Others,Commercial,Red Meat
2020-06-01,2020,6,Million Pounds,5.6,Others,Commercial,Red Meat
2020-05-01,2020,5,Million Pounds,5.2,Others,Commercial,Red Meat
2020-04-01,2020,4,Million Pounds,4.8,Others,Commercial,Red Meat
2020-03-01,2020,3,Million Pounds,5.8,Others,Commercial,Red Meat
2020-02-01,2020,2,Million Pounds,5.1,Others,Commercial,Red Meat
2020-01-01,2020,1,Million Pounds,6.4,Others,Commercial,Red Meat
2019-12-01,2019,12,Million Pounds,6.5,Others,Commercial,Red Meat
2019-11-01,2019,11,Million Pounds,6.1,Others,Commercial,Red Meat
2019-10-01,2019,10,Million Pounds,7.1,Others,Commercial,Red Meat
2019-09-01,2019,9,Million Pounds,6.1,Others,Commercial,Red Meat
2019-08-01,2019,8,Million Pounds,6.0,Others,Commercial,Red Meat
2019-07-01,2019,7,Million Pounds,6.3,Others,Commercial,Red Meat
2019-06-01,2019,6,Million Pounds,5.7,Others,Commercial,Red Meat
2019-05-01,2019,5,Million Pounds,6.3,Others,Commercial,Red Meat
2019-04-01,2019,4,Million Pounds,6.0,Others,Commercial,Red Meat
2019-03-01,2019,3,Million Pounds,5.8,Others,Commercial,Red Meat
2019-02-01,2019,2,Million Pounds,6.1,Others,Commercial,Red Meat
2019-01-01,2019,1,Million Pounds,6.5,Others,Commercial,Red Meat
2018-12-01,2018,12,Million Pounds,6.5,Others,Commercial,Red Meat
2018-11-01,2018,11,Million Pounds,6.7,Others,Commercial,Red Meat
2018-10-01,2018,10,Million Pounds,7.2,Others,Commercial,Red Meat
2018-09-01,2018,9,Million Pounds,6.0,Others,Commercial,Red Meat
2018-08-01,2018,8,Million Pounds,6.5,Others,Commercial,Red Meat
2018-07-01,2018,7,Million Pounds,6.1,Others,Commercial,Red Meat
2018-06-01,2018,6,Million Pounds,5.8,Others,Commercial,Red Meat
2018-05-01,2018,5,Million Pounds,6.4,Others,Commercial,Red Meat
2018-04-01,2018,4,Million Pounds,6.1,Others,Commercial,Red Meat
2018-03-01,2018,3,Million Pounds,6.1,Others,Commercial,Red Meat
2018-02-01,2018,2,Million Pounds,5.8,Others,Commercial,Red Meat
2018-01-01,2018,1,Million Pounds,6.6,Others,Commercial,Red Meat
2017-12-01,2017,12,Million Pounds,6.6,Others,Commercial,Red Meat
2017-11-01,2017,11,Million Pounds,6.4,Others,Commercial,Red Meat
2017-10-01,2017,10,Million Pounds,6.4,Others,Commercial,Red Meat
2017-09-01,2017,9,Million Pounds,6.1,Others,Commercial,Red Meat
2017-08-01,2017,8,Million Pounds,6.4,Others,Commercial,Red Meat
2017-07-01,2017,7,Million Pounds,5.7,Others,Commercial,Red Meat
2017-06-01,2017,6,Million Pounds,6.3,Others,Commercial,Red Meat
2017-05-01,2017,5,Million Pounds,6.3,Others,Commercial,Red Meat
2017-04-01,2017,4,Million Pounds,5.8,Others,Commercial,Red Meat
2017-03-01,2017,3,Million Pounds,6.4,Others,Commercial,Red Meat
2017-02-01,2017,2,Million Pounds,5.6,Others,Commercial,Red Meat
2017-01-01,2017,1,Million Pounds,6.3,Others,Commercial,Red Meat
2016-12-01,2016,12,Million Pounds,6.8,Others,Commercial,Red Meat
2016-11-01,2016,11,Million Pounds,6.7,Others,Commercial,Red Meat
2016-10-01,2016,10,Million Pounds,6.6,Others,Commercial,Red Meat
2016-09-01,2016,9,Million Pounds,6.2,Others,Commercial,Red Meat
2016-08-01,2016,8,Million Pounds,6.1,Others,Commercial,Red Meat
2016-07-01,2016,7,Million Pounds,5.6,Others,Commercial,Red Meat
2016-06-01,2016,6,Million Pounds,6.4,Others,Commercial,Red Meat
2016-05-01,2016,5,Million Pounds,6.0,Others,Commercial,Red Meat
2016-04-01,2016,4,Million Pounds,6.0,Others,Commercial,Red Meat
2016-03-01,2016,3,Million Pounds,6.4,Others,Commercial,Red Meat
2016-02-01,2016,2,Million Pounds,6.1,Others,Commercial,Red Meat
2016-01-01,2016,1,Million Pounds,6.7,Others,Commercial,Red Meat
2015-12-01,2015,12,Million Pounds,7.8,Others,Commercial,Red Meat
2015-11-01,2015,11,Million Pounds,7.1,Others,Commercial,Red Meat
2015-10-01,2015,10,Million Pounds,7.2,Others,Commercial,Red Meat
2015-09-01,2015,9,Million Pounds,6.8,Others,Commercial,Red Meat
2015-08-01,2015,8,Million Pounds,6.5,Others,Commercial,Red Meat
2015-07-01,2015,7,Million Pounds,6.9,Others,Commercial,Red Meat
2015-06-01,2015,6,Million Pounds,7.0,Others,Commercial,Red Meat
2015-05-01,2015,5,Million Pounds,6.6,Others,Commercial,Red Meat
2015-04-01,2015,4,Million Pounds,6.6,Others,Commercial,Red Meat
2015-03-01,2015,3,Million Pounds,6.9,Others,Commercial,Red Meat
2015-02-01,2015,2,Million Pounds,6.3,Others,Commercial,Red Meat
2015-01-01,2015,1,Million Pounds,6.8,Others,Commercial,Red Meat
2014-12-01,2014,12,Million Pounds,7.7,Others,Commercial,Red Meat
2014-11-01,2014,11,Million Pounds,6.5,Others,Commercial,Red Meat
2014-10-01,2014,10,Million Pounds,7.8,Others,Commercial,Red Meat
2014-09-01,2014,9,Million Pounds,7.2,Others,Commercial,Red Meat
2014-08-01,2014,8,Million Pounds,7.1,Others,Commercial,Red Meat
2014-07-01,2014,7,Million Pounds,7.8,Others,Commercial,Red Meat
2014-06-01,2014,6,Million Pounds,7.6,Others,Commercial,Red Meat
2014-05-01,2014,5,Million Pounds,7.8,Others,Commercial,Red Meat
2014-04-01,2014,4,Million Pounds,8.4,Others,Commercial,Red Meat
2014-03-01,2014,3,Million Pounds,8.7,Others,Commercial,Red Meat
2014-02-01,2014,2,Million Pounds,8.2,Others,Commercial,Red Meat
2014-01-01,2014,1,Million Pounds,9.3,Others,Commercial,Red Meat
2013-12-01,2013,12,Million Pounds,9.8,Others,Commercial,Red Meat
2013-11-01,2013,11,Million Pounds,9.1,Others,Commercial,Red Meat
2013-10-01,2013,10,Million Pounds,9.9,Others,Commercial,Red Meat
2013-09-01,2013,9,Million Pounds,8.6,Others,Commercial,Red Meat
2013-08-01,2013,8,Million Pounds,9.0,Others,Commercial,Red Meat
2013-07-01,2013,7,Million Pounds,9.6,Others,Commercial,Red Meat
2013-06-01,2013,6,Million Pounds,8.4,Others,Commercial,Red Meat
2013-05-01,2013,5,Million Pounds,9.1,Others,Commercial,Red Meat
2013-04-01,2013,4,Million Pounds,9.1,Others,Commercial,Red Meat
2013-03-01,2013,3,Million Pounds,9.2,Others,Commercial,Red Meat
2013-02-01,2013,2,Million Pounds,9.0,Others,Commercial,Red Meat
2013-01-01,2013,1,Million Pounds,10.5,Others,Commercial,Red Meat
2012-12-01,2012,12,Million Pounds,9.8,Others,Commercial,Red Meat
2012-11-01,2012,11,Million Pounds,10.1,Others,Commercial,Red Meat
2012-10-01,2012,10,Million Pounds,10.3,Others,Commercial,Red Meat
2012-09-01,2012,9,Million Pounds,8.8,Others,Commercial,Red Meat
2012-08-01,2012,8,Million Pounds,10.1,Others,Commercial,Red Meat
2012-07-01,2012,7,Million Pounds,9.5,Others,Commercial,Red Meat
2012-06-01,2012,6,Million Pounds,8.9,Others,Commercial,Red Meat
2012-05-01,2012,5,Million Pounds,10.4,Others,Commercial,Red Meat
2012-04-01,2012,4,Million Pounds,9.9,Others,Commercial,Red Meat
2012-03-01,2012,3,Million Pounds,10.0,Others,Commercial,Red Meat
2012-02-01,2012,2,Million Pounds,9.8,Others,Commercial,Red Meat
2012-01-01,2012,1,Million Pounds,10.4,Others,Commercial,Red Meat
2011-12-01,2011,12,Million Pounds,10.8,Others,Commercial,Red Meat
2011-11-01,2011,11,Million Pounds,10.8,Others,Commercial,Red Meat
2011-10-01,2011,10,Million Pounds,10.6,Others,Commercial,Red Meat
2011-09-01,2011,9,Million Pounds,10.7,Others,Commercial,Red Meat
2011-08-01,2011,8,Million Pounds,11.4,Others,Commercial,Red Meat
2011-07-01,2011,7,Million Pounds,10.1,Others,Commercial,Red Meat
2011-06-01,2011,6,Million Pounds,11.2,Others,Commercial,Red Meat
2011-05-01,2011,5,Million Pounds,10.3,Others,Commercial,Red Meat
2011-04-01,2011,4,Million Pounds,10.2,Others,Commercial,Red Meat
2011-03-01,2011,3,Million Pounds,12.1,Others,Commercial,Red Meat
2011-02-01,2011,2,Million Pounds,10.5,Others,Commercial,Red Meat
2011-01-01,2011,1,Million Pounds,10.8,Others,Commercial,Red Meat
2010-12-01,2010,12,Million Pounds,11.7,Others,Commercial,Red Meat
2010-11-01,2010,11,Million Pounds,11.3,Others,Commercial,Red Meat
2010-10-01,2010,10,Million Pounds,11.4,Others,Commercial,Red Meat
2010-09-01,2010,9,Million Pounds,11.3,Others,Commercial,Red Meat
2010-08-01,2010,8,Million Pounds,11.2,Others,Commercial,Red Meat
2010-07-01,2010,7,Million Pounds,10.9,Others,Commercial,Red Meat
2010-06-01,2010,6,Million Pounds,10.7,Others,Commercial,Red Meat
2010-05-01,2010,5,Million Pounds,10.1,Others,Commercial,Red Meat
2010-04-01,2010,4,Million Pounds,11.1,Others,Commercial,Red Meat
2010-03-01,2010,3,Million Pounds,12.2,Others,Commercial,Red Meat
2010-02-01,2010,2,Million Pounds,10.7,Others,Commercial,Red Meat
2010-01-01,2010,1,Million Pounds,11.6,Others,Commercial,Red Meat
2009-12-01,2009,12,Million Pounds,13.1,Others,Commercial,Red Meat
2009-11-01,2009,11,Million Pounds,11.7,Others,Commercial,Red Meat
2009-10-01,2009,10,Million Pounds,12.2,Others,Commercial,Red Meat
2009-09-01,2009,9,Million Pounds,11.7,Others,Commercial,Red Meat
2009-08-01,2009,8,Million Pounds,10.6,Others,Commercial,Red Meat
2009-07-01,2009,7,Million Pounds,10.9,Others,Commercial,Red Meat
2009-06-01,2009,6,Million Pounds,11.5,Others,Commercial,Red Meat
2009-05-01,2009,5,Million Pounds,10.3,Others,Commercial,Red Meat
2009-04-01,2009,4,Million Pounds,11.2,Others,Commercial,Red Meat
2009-03-01,2009,3,Million Pounds,12.2,Others,Commercial,Red Meat
2009-02-01,2009,2,Million Pounds,11.0,Others,Commercial,Red Meat
2009-01-01,2009,1,Million Pounds,12.0,Others,Commercial,Red Meat
2008-12-01,2008,12,Million Pounds,13.3,Others,Commercial,Red Meat
2008-11-01,2008,11,Million Pounds,11.3,Others,Commercial,Red Meat
2008-10-01,2008,10,Million Pounds,13.5,Others,Commercial,Red Meat
2008-09-01,2008,9,Million Pounds,12.8,Others,Commercial,Red Meat
2008-08-01,2008,8,Million Pounds,11.2,Others,Commercial,Red Meat
2008-07-01,2008,7,Million Pounds,12.3,Others,Commercial,Red Meat
2008-06-01,2008,6,Million Pounds,11.7,Others,Commercial,Red Meat
2008-05-01,2008,5,Million Pounds,11.5,Others,Commercial,Red Meat
2008-04-01,2008,4,Million Pounds,11.9,Others,Commercial,Red Meat
2008-03-01,2008,3,Million Pounds,11.3,Others,Commercial,Red Meat
2008-02-01,2008,2,Million Pounds,11.0,Others,Commercial,Red Meat
2008-01-01,2008,1,Million Pounds,11.3,Others,Commercial,Red Meat
2007-12-01,2007,12,Million Pounds,10.4,Others,Commercial,Red Meat
2007-11-01,2007,11,Million Pounds,10.1,Others,Commercial,Red Meat
2007-10-01,2007,10,Million Pounds,11.1,Others,Commercial,Red Meat
2007-09-01,2007,9,Million Pounds,9.4,Others,Commercial,Red Meat
2007-08-01,2007,8,Million Pounds,10.3,Others,Commercial,Red Meat
2007-07-01,2007,7,Million Pounds,10.7,Others,Commercial,Red Meat
2007-06-01,2007,6,Million Pounds,11.2,Others,Commercial,Red Meat
2007-05-01,2007,5,Million Pounds,12.3,Others,Commercial,Red Meat
2007-04-01,2007,4,Million Pounds,11.9,Others,Commercial,Red Meat
2007-03-01,2007,3,Million Pounds,13.5,Others,Commercial,Red Meat
2007-02-01,2007,2,Million Pounds,12.1,Others,Commercial,Red Meat
2007-01-01,2007,1,Million Pounds,14.3,Others,Commercial,Red Meat
2006-12-01,2006,12,Million Pounds,13.1,Others,Commercial,Red Meat
2006-11-01,2006,11,Million Pounds,12.9,Others,Commercial,Red Meat
2006-10-01,2006,10,Million Pounds,13.2,Others,Commercial,Red Meat
2006-09-01,2006,9,Million Pounds,12.1,Others,Commercial,Red Meat
2006-08-01,2006,8,Million Pounds,12.8,Others,Commercial,Red Meat
2006-07-01,2006,7,Million Pounds,11.2,Others,Commercial,Red Meat
2006-06-01,2006,6,Million Pounds,12.4,Others,Commercial,Red Meat
2006-05-01,2006,5,Million Pounds,12.7,Others,Commercial,Red Meat
2006-04-01,2006,4,Million Pounds,10.4,Others,Commercial,Red Meat
2006-03-01,2006,3,Million Pounds,12.7,Others,Commercial,Red Meat
2006-02-01,2006,2,Million Pounds,11.3,Others,Commercial,Red Meat
2006-01-01,2006,1,Million Pounds,11.8,Others,Commercial,Red Meat
2005-12-01,2005,12,Million Pounds,13.5,Others,Commercial,Red Meat
2005-11-01,2005,11,Million Pounds,12.4,Others,Commercial,Red Meat
2005-10-01,2005,10,Million Pounds,12.6,Others,Commercial,Red Meat
2005-09-01,2005,9,Million Pounds,13.2,Others,Commercial,Red Meat
2005-08-01,2005,8,Million Pounds,13.7,Others,Commercial,Red Meat
2005-07-01,2005,7,Million Pounds,12.4,Others,Commercial,Red Meat
2005-06-01,2005,6,Million Pounds,13.2,Others,Commercial,Red Meat
2005-05-01,2005,5,Million Pounds,13.2,Others,Commercial,Red Meat
2005-04-01,2005,4,Million Pounds,13.0,Others,Commercial,Red Meat
2005-03-01,2005,3,Million Pounds,13.3,Others,Commercial,Red Meat
2005-02-01,2005,2,Million Pounds,12.0,Others,Commercial,Red Meat
2005-01-01,2005,1,Million Pounds,13.3,Others,Commercial,Red Meat
2004-12-01,2004,12,Million Pounds,14.9,Others,Commercial,Red Meat
2004-11-01,2004,11,Million Pounds,13.8,Others,Commercial,Red Meat
2004-10-01,2004,10,Million Pounds,12.4,Others,Commercial,Red Meat
2004-09-01,2004,9,Million Pounds,12.9,Others,Commercial,Red Meat
2004-08-01,2004,8,Million Pounds,14.0,Others,Commercial,Red Meat
2004-07-01,2004,7,Million Pounds,13.3,Others,Commercial,Red Meat
2004-06-01,2004,6,Million Pounds,13.3,Others,Commercial,Red Meat
2004-05-01,2004,5,Million Pounds,13.7,Others,Commercial,Red Meat
2004-04-01,2004,4,Million Pounds,13.9,Others,Commercial,Red Meat
2004-03-01,2004,3,Million Pounds,14.1,Others,Commercial,Red Meat
2004-02-01,2004,2,Million Pounds,14.5,Others,Commercial,Red Meat
2004-01-01,2004,1,Million Pounds,16.0,Others,Commercial,Red Meat
2003-12-01,2003,12,Million Pounds,19.0,Others,Commercial,Red Meat
2003-11-01,2003,11,Million Pounds,15.2,Others,Commercial,Red Meat
2003-10-01,2003,10,Million Pounds,16.3,Others,Commercial,Red Meat
2003-09-01,2003,9,Million Pounds,15.3,Others,Commercial,Red Meat
2003-08-01,2003,8,Million Pounds,14.1,Others,Commercial,Red Meat
2003-07-01,2003,7,Million Pounds,14.8,Others,Commercial,Red Meat
2003-06-01,2003,6,Million Pounds,15.0,Others,Commercial,Red Meat
2003-05-01,2003,5,Million Pounds,15.8,Others,Commercial,Red Meat
2003-04-01,2003,4,Million Pounds,16.0,Others,Commercial,Red Meat
2003-03-01,2003,3,Million Pounds,16.5,Others,Commercial,Red Meat
2003-02-01,2003,2,Million Pounds,15.8,Others,Commercial,Red Meat
2003-01-01,2003,1,Million Pounds,17.8,Others,Commercial,Red Meat
2002-12-01,2002,12,Million Pounds,18.0,Others,Commercial,Red Meat
2002-11-01,2002,11,Million Pounds,16.9,Others,Commercial,Red Meat
2002-10-01,2002,10,Million Pounds,18.7,Others,Commercial,Red Meat
2002-09-01,2002,9,Million Pounds,16.3,Others,Commercial,Red Meat
2002-08-01,2002,8,Million Pounds,16.7,Others,Commercial,Red Meat
2002-07-01,2002,7,Million Pounds,16.7,Others,Commercial,Red Meat
2002-06-01,2002,6,Million Pounds,14.6,Others,Commercial,Red Meat
2002-05-01,2002,5,Million Pounds,15.5,Others,Commercial,Red Meat
2002-04-01,2002,4,Million Pounds,16.1,Others,Commercial,Red Meat
2002-03-01,2002,3,Million Pounds,15.0,Others,Commercial,Red Meat
2002-02-01,2002,2,Million Pounds,14.3,Others,Commercial,Red Meat
2002-01-01,2002,1,Million Pounds,16.9,Others,Commercial,Red Meat
2001-12-01,2001,12,Million Pounds,16.0,Others,Commercial,Red Meat
2001-11-01,2001,11,Million Pounds,16.0,Others,Commercial,Red Meat
2001-10-01,2001,10,Million Pounds,18.0,Others,Commercial,Red Meat
2001-09-01,2001,9,Million Pounds,15.0,Others,Commercial,Red Meat
2001-08-01,2001,8,Million Pounds,17.0,Others,Commercial,Red Meat
2001-07-01,2001,7,Million Pounds,16.0,Others,Commercial,Red Meat
2001-06-01,2001,6,Million Pounds,16.0,Others,Commercial,Red Meat
2001-05-01,2001,5,Million Pounds,16.0,Others,Commercial,Red Meat
2001-04-01,2001,4,Million Pounds,15.0,Others,Commercial,Red Meat
2001-03-01,2001,3,Million Pounds,16.0,Others,Commercial,Red Meat
2001-02-01,2001,2,Million Pounds,16.0,Others,Commercial,Red Meat
2001-01-01,2001,1,Million Pounds,18.0,Others,Commercial,Red Meat
2000-12-01,2000,12,Million Pounds,18.0,Others,Commercial,Red Meat
2000-11-01,2000,11,Million Pounds,18.0,Others,Commercial,Red Meat
2000-10-01,2000,10,Million Pounds,18.0,Others,Commercial,Red Meat
2000-09-01,2000,9,Million Pounds,17.0,Others,Commercial,Red Meat
2000-08-01,2000,8,Million Pounds,17.0,Others,Commercial,Red Meat
2000-07-01,2000,7,Million Pounds,18.0,Others,Commercial,Red Meat
2000-06-01,2000,6,Million Pounds,18.0,Others,Commercial,Red Meat
2000-05-01,2000,5,Million Pounds,19.0,Others,Commercial,Red Meat
2000-04-01,2000,4,Million Pounds,17.0,Others,Commercial,Red Meat
2000-03-01,2000,3,Million Pounds,20.0,Others,Commercial,Red Meat
2000-02-01,2000,2,Million Pounds,18.0,Others,Commercial,Red Meat
2000-01-01,2000,1,Million Pounds,17.0,Others,Commercial,Red Meat
1999-12-01,1999,12,Million Pounds,20.0,Others,Commercial,Red Meat
1999-11-01,1999,11,Million Pounds,19.0,Others,Commercial,Red Meat
1999-10-01,1999,10,Million Pounds,19.0,Others,Commercial,Red Meat
1999-09-01,1999,9,Million Pounds,20.0,Others,Commercial,Red Meat
1999-08-01,1999,8,Million Pounds,20.0,Others,Commercial,Red Meat
1999-07-01,1999,7,Million Pounds,19.0,Others,Commercial,Red Meat
1999-06-01,1999,6,Million Pounds,19.0,Others,Commercial,Red Meat
1999-05-01,1999,5,Million Pounds,17.0,Others,Commercial,Red Meat
1999-04-01,1999,4,Million Pounds,18.0,Others,Commercial,Red Meat
1999-03-01,1999,3,Million Pounds,20.0,Others,Commercial,Red Meat
1999-02-01,1999,2,Million Pounds,17.0,Others,Commercial,Red Meat
1999-01-01,1999,1,Million Pounds,18.0,Others,Commercial,Red Meat
1998-12-01,1998,12,Million Pounds,22.0,Others,Commercial,Red Meat
1998-11-01,1998,11,Million Pounds,19.0,Others,Commercial,Red Meat
1998-10-01,1998,10,Million Pounds,21.0,Others,Commercial,Red Meat
1998-09-01,1998,9,Million Pounds,22.0,Others,Commercial,Red Meat
1998-08-01,1998,8,Million Pounds,20.0,Others,Commercial,Red Meat
1998-07-01,1998,7,Million Pounds,21.0,Others,Commercial,Red Meat
1998-06-01,1998,6,Million Pounds,20.0,Others,Commercial,Red Meat
1998-05-01,1998,5,Million Pounds,19.0,Others,Commercial,Red Meat
1998-04-01,1998,4,Million Pounds,20.0,Others,Commercial,Red Meat
1998-03-01,1998,3,Million Pounds,23.0,Others,Commercial,Red Meat
1998-02-01,1998,2,Million Pounds,21.0,Others,Commercial,Red Meat
1998-01-01,1998,1,Million Pounds,24.0,Others,Commercial,Red Meat
1997-12-01,1997,12,Million Pounds,26.0,Others,Commercial,Red Meat
1997-11-01,1997,11,Million Pounds,24.0,Others,Commercial,Red Meat
1997-10-01,1997,10,Million Pounds,28.0,Others,Commercial,Red Meat
1997-09-01,1997,9,Million Pounds,28.0,Others,Commercial,Red Meat
1997-08-01,1997,8,Million Pounds,25.0,Others,Commercial,Red Meat
1997-07-01,1997,7,Million Pounds,27.0,Others,Commercial,Red Meat
1997-06-01,1997,6,Million Pounds,26.0,Others,Commercial,Red Meat
1997-05-01,1997,5,Million Pounds,26.0,Others,Commercial,Red Meat
1997-04-01,1997,4,Million Pounds,28.0,Others,Commercial,Red Meat
1997-03-01,1997,3,Million Pounds,28.0,Others,Commercial,Red Meat
1997-02-01,1997,2,Million Pounds,27.0,Others,Commercial,Red Meat
1997-01-01,1997,1,Million Pounds,31.0,Others,Commercial,Red Meat
1996-12-01,1996,12,Million Pounds,31.0,Others,Commercial,Red Meat
1996-11-01,1996,11,Million Pounds,30.0,Others,Commercial,Red Meat
1996-10-01,1996,10,Million Pounds,34.0,Others,Commercial,Red Meat
1996-09-01,1996,9,Million Pounds,31.0,Others,Commercial,Red Meat
1996-08-01,1996,8,Million Pounds,32.0,Others,Commercial,Red Meat
1996-07-01,1996,7,Million Pounds,32.0,Others,Commercial,Red Meat
1996-06-01,1996,6,Million Pounds,29.0,Others,Commercial,Red Meat
1996-05-01,1996,5,Million Pounds,30.0,Others,Commercial,Red Meat
1996-04-01,1996,4,Million Pounds,28.0,Others,Commercial,Red Meat
1996-03-01,1996,3,Million Pounds,30.0,Others,Commercial,Red Meat
1996-02-01,1996,2,Million Pounds,30.0,Others,Commercial,Red Meat
1996-01-01,1996,1,Million Pounds,30.0,Others,Commercial,Red Meat
1995-12-01,1995,12,Million Pounds,26.0,Others,Commercial,Red Meat
1995-11-01,1995,11,Million Pounds,27.0,Others,Commercial,Red Meat
1995-10-01,1995,10,Million Pounds,27.0,Others,Commercial,Red Meat
1995-09-01,1995,9,Million Pounds,26.0,Others,Commercial,Red Meat
1995-08-01,1995,8,Million Pounds,26.0,Others,Commercial,Red Meat
1995-07-01,1995,7,Million Pounds,24.0,Others,Commercial,Red Meat
1995-06-01,1995,6,Million Pounds,26.0,Others,Commercial,Red Meat
1995-05-01,1995,5,Million Pounds,26.0,Others,Commercial,Red Meat
1995-04-01,1995,4,Million Pounds,22.0,Others,Commercial,Red Meat
1995-03-01,1995,3,Million Pounds,27.0,Others,Commercial,Red Meat
1995-02-01,1995,2,Million Pounds,24.0,Others,Commercial,Red Meat
1995-01-01,1995,1,Million Pounds,27.0,Others,Commercial,Red Meat
1994-12-01,1994,12,Million Pounds,26.0,Others,Commercial,Red Meat
1994-11-01,1994,11,Million Pounds,25.0,Others,Commercial,Red Meat
1994-10-01,1994,10,Million Pounds,25.0,Others,Commercial,Red Meat
1994-09-01,1994,9,Million Pounds,23.0,Others,Commercial,Red Meat
1994-08-01,1994,8,Million Pounds,24.0,Others,Commercial,Red Meat
1994-07-01,1994,7,Million Pounds,21.0,Others,Commercial,Red Meat
1994-06-01,1994,6,Million Pounds,24.0,Others,Commercial,Red Meat
1994-05-01,1994,5,Million Pounds,22.0,Others,Commercial,Red Meat
1994-04-01,1994,4,Million Pounds,22.0,Others,Commercial,Red Meat
1994-03-01,1994,3,Million Pounds,26.0,Others,Commercial,Red Meat
1994-02-01,1994,2,Million Pounds,22.0,Others,Commercial,Red Meat
1994-01-01,1994,1,Million Pounds,23.0,Others,Commercial,Red Meat
1993-12-01,1993,12,Million Pounds,24.0,Others,Commercial,Red Meat
1993-11-01,1993,11,Million Pounds,23.0,Others,Commercial,Red Meat
